Player,Weight (kg),Height (cm),Birthday,Year Turned Pro,Right-Left-Handed,Two-One-Backhanded,Matches,Wins,Losses,Winning Ratio,Ace (%),Double Fault (%),1st Serve In (%),1st Serve Win (%),2nd Serve Win (%),Total Points Win (%),Return Points Win (%),Dominant Rate
Lucas Gomez,72.0,178.0,1995-08-11,,0,1,297,130,167,0.4377104377104377,3.019277108433735,5.048192771084338,61.61325301204819,65.16987951807228,47.04939759036146,47.29397590361447,35.93012048192772,0.9432530120481925
Marc Sieber,68.0,178.0,1988-02-28,2006,0,1,591,373,218,0.6311336717428088,3.0487179487179485,5.442307692307693,60.83076923076921,67.74358974358977,49.43333333333333,51.391025641025635,42.29358974358974,1.143076923076924
Vladyslav Orlov,78.0,188.0,1995-05-17,,1,1,326,176,150,0.5398773006134969,2.184375,4.7078125,61.553125,62.31875000000002,48.52031250000001,48.529687500000016,39.334375,0.9753124999999999
Alexander Erler,83.0,193.0,1997-10-27,2015,1,1,303,157,146,0.5181518151815182,8.360526315789471,4.948684210526317,59.08157894736842,69.40263157894738,48.34605263157897,47.56973684210525,33.93684210526315,1.011842105263158
Franco Emanuel Egea,78.0,180.0,1996-01-01,,1,1,307,156,151,0.50814332247557,2.564705882352941,3.5470588235294125,63.81764705882353,65.95882352941177,47.96470588235294,51.00000000000001,42.18823529411764,1.0970588235294119
Nam Hoang Ly,69.0,175.0,1997-02-25,,1,1,318,205,113,0.6446540880503144,4.151020408163265,3.0061224489795904,61.97142857142856,65.80204081632652,49.342857142857156,49.6061224489796,39.716326530612236,1.0346938775510202
Antonio Massara,70.0,178.0,1995-09-16,,1,1,296,132,164,0.44594594594594594,2.6954545454545453,4.586363636363637,56.85909090909092,61.304545454545455,48.32727272727273,46.845454545454544,37.95,0.8918181818181818
Michael Stich,79.0,193.0,1968-10-18,1988,1,0,586,401,185,0.6843003412969283,10.308153477218225,4.854916067146284,56.185371702637966,78.44580335731408,53.78968824940042,52.965707434052725,38.588192771084344,1.2722781774580332
Mark Philippoussis,103.0,196.0,1976-11-07,1994,1,0,585,351,234,0.6,16.509543568464732,6.161203319502074,57.727178423236516,79.76659751037349,50.24199584199589,51.11099585062242,34.98004158004156,1.1565767634854776
Mats Rosenkranz,83.0,193.0,1998-08-23,,0,1,313,145,168,0.46325878594249204,13.44315789473684,5.641052631578945,59.336842105263166,75.77157894736844,47.89157894736843,48.92631578947366,33.468421052631584,1.0747368421052637
Thierry Ascione,89.0,188.0,1981-01-17,2000,1,0,576,317,259,0.5503472222222222,4.948453608247424,3.4752577319587643,64.01958762886598,67.12371134020619,50.41546391752579,48.27628865979383,34.632989690721644,0.9665979381443303
Gianluca Naso,90.0,193.0,1987-01-06,,1,0,530,278,252,0.5245283018867924,5.517446808510636,2.73191489361702,61.01702127659571,69.05404255319151,49.46851063829786,49.58425531914893,37.956170212766,1.0525941422594136
Philipp Petzschner,77.0,185.0,1984-03-24,2001,1,0,580,310,270,0.5344827586206896,8.679715302491115,4.362277580071173,55.35373665480428,73.6967971530249,50.164056939501776,49.440569395017796,35.7444839857651,1.0529893238434158
Nicolas Devilder,65.0,173.0,1980-03-25,2000,0,1,570,322,248,0.5649122807017544,4.513043478260869,3.7181159420289873,59.177536231884076,64.86014492753623,49.070289855072446,48.526086956521745,38.30507246376812,1.0005072463768117
Galo Blanco,72.0,170.0,1976-10-08,1995,1,0,556,266,290,0.4784172661870504,5.721959459459461,3.962162162162162,55.36655405405404,68.34831081081079,49.190202702702685,48.38141891891891,36.6635135135135,0.973074324324325
Tim Puetz,78.0,185.0,1987-11-19,2011,1,1,290,178,112,0.6137931034482759,9.794838709677425,4.789677419354836,55.31999999999996,75.20193548387097,52.258064516129046,51.0490322580645,37.63870967741935,1.2130967741935492
Xin Gao,80.0,180.0,1994-05-12,,1,1,288,114,174,0.3958333333333333,5.967605633802817,2.9253521126760558,59.167605633802836,66.21690140845071,44.884507042253546,45.75211267605635,32.86901408450704,0.8822535211267607
Nik Razborsek,70.0,173.0,1993-10-04,,0,1,288,164,124,0.5694444444444444,3.525,4.6625000000000005,56.02499999999999,64.43125,46.349999999999994,49.025,40.875,1.0318749999999999
Giovanni Fonio,80.0,183.0,1998-05-07,,1,0,304,170,134,0.5592105263157895,5.18481012658228,4.464556962025318,61.193670886075964,69.82278481012656,53.4113924050633,51.527848101265825,39.40126582278481,1.2150632911392403
Nicolas Alberto Arreche,70.0,175.0,1994-09-15,,1,1,287,144,143,0.5017421602787456,4.211111111111111,6.411111111111111,59.20000000000001,69.93333333333334,41.58888888888889,50.711111111111116,41.81111111111111,1.0822222222222222
Bradley Mousley,82.0,188.0,1996-01-03,2015,1,0,285,150,135,0.5263157894736842,10.611881188118812,4.875247524752476,61.76039603960396,73.46930693069305,50.178217821782184,48.6069306930693,31.73069306930694,0.9931683168316829
Maxime Tchoutakian,68.0,183.0,1994-01-03,,1,1,287,133,154,0.4634146341463415,3.2249999999999996,2.8125,57.025,60.4625,47.15,46.4375,36.9625,0.8412499999999999
Matteo Martineau,76.0,183.0,1999-01-16,,1,0,314,166,148,0.5286624203821656,6.4,4.836290322580644,62.895967741935486,70.96209677419351,47.57983870967741,50.13306451612903,38.33225806451615,1.1004032258064516
Naoki Nakagawa,75.0,180.0,1996-11-19,,1,1,310,161,149,0.5193548387096775,6.516216216216217,3.962162162162162,55.26351351351352,68.09594594594596,48.6445945945946,48.452702702702695,37.24054054054055,0.9741891891891893
Dzmitry Zhyrmont,85.0,188.0,1989-03-01,,1,1,552,334,218,0.605072463768116,7.173214285714285,4.958035714285715,60.133035714285704,69.54642857142856,48.952678571428564,49.56517857142858,38.00357142857142,1.1329464285714288
Alexander Ward,85.0,185.0,1990-04-30,,1,1,553,322,231,0.5822784810126582,6.743859649122809,4.3798245614035105,60.40438596491229,70.47456140350874,50.42017543859651,49.328070175438576,36.30614035087721,1.02938596491228
Christopher Eubanks,82.0,201.0,1996-05-05,2017,1,0,307,174,133,0.5667752442996743,13.889492753623188,5.288043478260866,65.84239130434779,75.5655797101449,51.24746376811595,50.977173913043465,34.58369565217393,1.1543840579710143
Christopher Diaz Figueroa,70.0,175.0,1990-03-14,,1,1,546,312,234,0.5714285714285714,5.784444444444444,6.075555555555555,52.40666666666665,69.16222222222223,49.36666666666667,49.775555555555556,39.70888888888889,1.0346666666666666
Alexander Weis,83.0,188.0,1997-04-24,,1,1,307,155,152,0.504885993485342,3.603703703703704,4.396296296296296,58.4074074074074,65.2888888888889,47.0,48.41851851851853,38.7962962962963,0.9829629629629629
Borna Gojo,90.0,196.0,1998-02-27,2020,1,1,302,172,130,0.5695364238410596,10.802586206896555,4.735344827586205,62.86982758620687,74.4840517241379,50.38060344827586,51.60560344827584,37.4198275862069,1.1712068965517237
Vitaliy Sachko,73.0,188.0,1997-07-14,,1,1,293,145,148,0.4948805460750853,4.187401574803151,3.430708661417324,62.93622047244096,66.32362204724406,47.72204724409447,50.18976377952755,40.88188976377951,1.065354330708661
Justin Gimelstob,88.0,196.0,1977-01-26,1996,1,0,543,272,271,0.5009208103130756,8.328158844765335,5.547653429602885,57.37436823104693,72.52093862815887,47.043682310469315,48.887050359712205,36.027338129496414,0.9965467625899287
Ryan Peniston,75.0,180.0,1995-11-10,,0,1,294,168,126,0.5714285714285714,3.9380952380952383,4.174603174603176,63.008730158730195,68.7515873015873,49.58015873015871,50.64126984126986,39.85634920634921,1.107063492063492
Simone Roncalli,70.0,175.0,1996-05-08,,1,1,303,145,158,0.47854785478547857,2.2363636363636363,3.790909090909091,58.181818181818194,65.86363636363636,48.16363636363636,49.527272727272724,40.07272727272727,1.0445454545454547
JC Aragone,79.0,178.0,1995-06-28,2017,1,1,276,132,144,0.4782608695652174,6.3300000000000045,4.761499999999998,64.32049999999998,66.73000000000002,48.50399999999999,49.2325,37.888500000000015,1.0208500000000003
Connor Farren,77.0,183.0,1994-10-03,,1,1,291,122,169,0.41924398625429554,8.560714285714287,7.535714285714286,56.67142857142857,66.79642857142856,46.285714285714285,45.3142857142857,31.710714285714285,0.8089285714285716
Hugo Armando,82.0,183.0,1978-05-27,1997,1,0,531,281,250,0.5291902071563088,4.390697674418605,3.506976744186047,61.17674418604651,67.83023255813953,51.13255813953489,48.593023255813954,36.07441860465116,1.0625581395348838
Jumpei Yamasaki,75.0,180.0,1997-07-02,,1,1,280,141,139,0.5035714285714286,5.541666666666668,2.2055555555555557,64.48333333333335,64.78055555555554,47.56111111111111,46.76388888888889,35.56944444444443,1.121944444444444
Maciej Rajski,80.0,193.0,1991-05-03,,1,1,287,150,137,0.5226480836236934,4.607142857142857,4.764285714285714,61.61428571428572,61.62857142857143,47.67857142857143,45.89285714285713,34.72857142857142,0.8571428571428573
Michael Linzer,77.0,180.0,1989-11-02,,1,1,547,354,193,0.6471663619744058,4.170229007633588,4.748854961832059,60.087786259541964,64.89083969465649,47.8206106870229,48.82121212121214,39.608333333333334,1.0476515151515153
Riccardo Ghedin,77.0,185.0,1985-12-05,,1,1,550,286,264,0.52,5.849462365591396,4.524731182795697,60.14623655913979,67.46827956989249,48.828108108108104,48.17795698924732,36.165053763440866,1.014569892473118
Rafael Matos,76.0,180.0,1996-01-06,,0,1,274,138,136,0.5036496350364964,2.2017857142857147,3.3785714285714286,67.55535714285715,62.337499999999984,50.45892857142858,47.67857142857143,36.34107142857143,0.948392857142857
Nikola Mektic,79.0,183.0,1988-12-24,2008,1,1,548,300,248,0.5474452554744526,6.730620155038758,2.584496124031009,60.231007751937994,69.11007751937983,50.40000000000002,49.727906976744194,37.87906976744185,1.0928682170542634
Nicolae Frunza,78.0,185.0,1997-11-15,,1,0,281,164,117,0.5836298932384342,3.50625,3.318749999999999,63.27499999999999,68.8125,50.14375,51.20625,40.32500000000001,1.2018750000000002
Niels Lootsma,78.0,193.0,1994-08-15,,1,1,272,146,126,0.5367647058823529,8.642857142857142,4.671428571428572,56.94285714285714,71.31428571428572,48.699999999999996,47.9,33.1,0.9000000000000001
Thai Son Kwiatkowski,81.0,188.0,1995-02-13,2017,1,1,273,146,127,0.5347985347985348,8.817058823529413,4.657058823529413,59.49000000000004,72.44999999999997,49.736470588235285,50.23529411764704,37.74352941176471,1.1092941176470583
Magnus Norman,89.0,188.0,1976-05-30,1995,1,1,543,319,224,0.5874769797421732,8.225814536340849,3.346616541353382,57.359147869674146,72.15187969924804,50.77067669172928,51.011278195488714,39.02713567839193,1.132255639097744
Renta Tokuda,69.0,178.0,1998-03-29,,1,1,282,161,121,0.5709219858156028,3.408139534883722,3.2755813953488384,63.11860465116279,66.6046511627907,50.72906976744185,49.172093023255805,37.9732558139535,1.0459302325581399
Carlos Salamanca,83.0,196.0,1983-01-15,2001,0,1,542,305,237,0.5627306273062731,8.743125000000004,3.314375000000002,65.28562500000001,70.42562500000004,52.701249999999995,50.39687500000002,36.40000000000001,1.1506249999999998
Marcos Ondruska,80.0,183.0,1972-12-18,1989,1,1,514,259,255,0.5038910505836576,3.441810344827586,4.182758620689653,58.284482758620705,66.14008620689654,46.363362068965515,48.8448275862069,39.81551724137934,1.001293103448275
Chris Guccione,92.0,201.0,1985-07-30,2003,0,0,524,272,252,0.5190839694656488,17.644808743169396,3.11311475409836,62.12513661202185,78.86120218579235,54.03770491803279,49.79617486338796,29.98142076502734,1.1541530054644804
Sergio Martos Gornes,80.0,185.0,1994-10-19,,0,1,269,100,169,0.37174721189591076,3.9833333333333334,9.733333333333334,54.250000000000014,59.14444444444444,37.66666666666667,40.69444444444445,31.427777777777774,0.6916666666666668
Richard Muzaev,74.0,178.0,1992-03-21,,1,1,269,129,140,0.4795539033457249,5.834482758620689,2.9275862068965526,58.20689655172412,70.9896551724138,46.97241379310344,47.851724137931036,34.42758620689656,1.0517241379310345
Mike Urbanija,78.0,183.0,1989-12-26,,1,0,269,120,149,0.44609665427509293,2.35,5.05,55.650000000000006,55.3,47.56249999999999,43.24999999999999,33.875,0.71
Kristijan Mesaros,89.0,188.0,1988-07-02,,1,1,536,355,181,0.6623134328358209,2.9916666666666667,6.9483333333333315,70.07,62.45166666666667,41.24333333333335,48.74666666666666,41.263333333333314,1.0318333333333332
Wayne Arthurs,91.0,185.0,1971-03-18,1990,0,0,526,260,266,0.49429657794676807,18.564233576642334,6.316058394160579,55.53613138686131,80.79525547445257,54.8051094890511,49.42007299270072,29.381751824817496,1.0698905109489043
Zsombor Piros,68.0,180.0,1999-10-13,2016,1,1,287,180,107,0.627177700348432,5.221153846153844,3.748717948717948,59.529487179487155,66.91987179487182,52.33012820512822,50.67179487179486,40.32628205128208,1.131602564102564
Diego Hidalgo,81.0,180.0,1993-04-18,,0,1,268,131,137,0.48880597014925375,5.042372881355933,3.1033898305084744,63.3457627118644,65.55932203389833,46.203389830508485,47.18474576271186,35.23559322033898,0.9115254237288135
Maxime Cressy,85.0,201.0,1997-05-08,2019,1,1,280,162,118,0.5785714285714286,18.232599118942733,9.362995594713654,62.223348017621106,79.31718061674007,52.644933920704865,51.2621145374449,33.828193832599126,1.2405286343612334
Fajing Sun,75.0,178.0,1996-10-03,,1,1,294,157,137,0.5340136054421769,3.8771428571428577,3.527142857142858,60.88142857142857,66.0942857142857,48.27428571428573,48.29857142857144,37.23857142857142,1.0182857142857138
Michel Vernier,73.0,178.0,1992-09-27,,1,1,267,103,164,0.3857677902621723,3.4459459459459456,3.7189189189189196,62.818918918918925,66.04864864864867,50.12972972972973,48.61351351351351,36.77027027027026,1.056216216216216
Adrian Voinea,73.0,185.0,1974-08-06,1993,1,0,522,269,253,0.5153256704980843,6.829209621993123,4.096219931271473,56.85051546391759,68.57113402061852,49.37697594501716,48.56288659793815,36.69037800687286,0.996941580756013
Julian Reister,87.0,188.0,1986-04-02,2005,1,0,523,306,217,0.5850860420650096,3.6813008130081286,3.3463414634146353,68.4780487804878,67.81991869918701,51.972357723577204,52.16666666666667,41.821544715447146,1.248252032520325
Santiago Gonzalez,92.0,191.0,1983-02-24,2001,1,1,520,273,247,0.525,7.624324324324325,6.482432432432435,57.54054054054054,71.80135135135136,44.93513513513515,47.68918918918919,35.00945945945944,0.9487837837837839
Marc Lopez,73.0,175.0,1982-07-31,1999,1,1,510,287,223,0.5627450980392157,1.0530303030303025,1.6560606060606062,67.12878787878785,64.78636363636365,48.475757575757584,49.93939393939393,40.58484848484848,1.0901515151515153
Bogdan Ionut Apostol,75.0,183.0,1996-01-17,,1,1,276,122,154,0.4420289855072464,5.435294117647059,5.205882352941178,55.55882352941177,66.25882352941176,42.37058823529412,44.976470588235294,33.88823529411765,0.8164705882352942
Nuno Borges,78.0,185.0,1997-02-19,2019,1,1,282,200,82,0.7092198581560284,5.792857142857145,2.429365079365079,65.13015873015874,70.46507936507933,53.48730158730157,51.965873015873,39.80079365079365,1.1887301587301582
Mikael Torpegaard,84.0,193.0,1994-05-08,2018,1,1,261,146,115,0.5593869731800766,7.2979057591623056,4.757068062827224,57.79685863874346,71.93210526315795,51.15183246073296,51.115706806282695,39.441884816753955,1.3261780104712044
Blake Mott,77.0,180.0,1996-04-21,,1,1,268,138,130,0.5149253731343284,4.904761904761905,4.813095238095238,65.87619047619049,67.85833333333332,48.09642857142857,49.73571428571428,38.02500000000001,1.0880952380952384
Michal Tabara,73.0,175.0,1979-08-11,1997,1,1,501,303,198,0.6047904191616766,3.921978021978021,5.635164835164835,53.16043956043954,66.64175824175824,47.72527472527472,48.51538461538461,39.789010989010976,1.001538461538462
Jules Okala,94.0,193.0,1997-08-18,,1,1,260,156,104,0.6,5.395238095238095,5.128571428571429,65.57142857142858,64.83333333333333,45.538095238095224,49.57619047619047,41.028571428571425,1.1066666666666667
Riccardo Balzerani,80.0,185.0,1998-10-25,,1,1,268,133,135,0.4962686567164179,2.9325,4.905,60.6875,60.687499999999986,46.8175,46.46250000000001,37.897499999999994,0.8755
Benjamin Hassan,85.0,183.0,1995-02-04,,1,1,279,154,125,0.5519713261648745,5.231249999999999,5.012499999999999,54.84624999999998,68.13937500000002,51.04062500000002,50.07687500000001,39.848125,1.1013124999999997
Lucas Renard,80.0,185.0,1992-09-30,,1,1,270,98,172,0.362962962962963,5.819444444444446,6.655555555555556,56.644444444444446,63.55277777777778,45.77777777777778,47.40277777777777,36.85142857142856,0.8991666666666666
Antonio Veic,74.0,180.0,1988-02-18,2006,1,1,406,209,197,0.5147783251231527,3.544336569579286,3.3763754045307444,62.12783171521037,66.31391585760512,50.11003236245954,50.48349514563106,41.254045307443384,1.1221794871794866
Mario Ancic,82.0,196.0,1984-03-30,2001,1,1,510,317,193,0.6215686274509804,12.233644859813097,3.4408099688473515,61.47227414330219,75.95202492211837,52.8884735202492,51.77538940809967,37.02087227414328,1.2585981308411227
Hiroki Kondo,77.0,178.0,1982-11-05,,1,0,296,157,139,0.5304054054054054,6.498666666666664,2.1519999999999997,61.86,66.90666666666668,49.145333333333355,47.516000000000005,34.956,1.0250666666666668
Patrik Niklas Salminen,88.0,185.0,1997-03-05,,0,1,258,126,132,0.4883720930232558,9.997959183673467,6.69591836734694,62.14285714285713,70.81428571428573,47.42500000000001,46.93469387755103,33.96874999999999,1.0336734693877552
Andrew Harris,81.0,183.0,1994-03-07,,1,0,254,147,107,0.5787401574803149,4.4006849315068495,4.126712328767124,65.18493150684931,67.02808219178085,51.34726027397262,49.62876712328768,37.86095890410958,1.0813698630136988
Nikola Ciric,94.0,201.0,1983-08-02,2000,0,1,507,288,219,0.5680473372781065,13.232407407407404,4.168518518518518,60.41574074074075,73.53148148148145,47.81296296296296,48.38425925925926,32.61851851851853,0.9835185185185189
Kacper Zuk,77.0,183.0,1999-01-21,2016,1,1,277,167,110,0.6028880866425993,7.91567164179104,3.0597014925373136,59.55671641791042,72.78731343283582,53.98805970149253,50.42164179104478,36.31716417910446,1.1601492537313434
Yu Hsiou Hsu,70.0,178.0,1999-04-02,,1,1,271,170,101,0.6273062730627307,5.472972972972974,4.767567567567568,61.40270270270272,65.81891891891891,51.41351351351352,50.10270270270271,39.01891891891893,1.107027027027027
